景点名,等级,地址,介绍,热度,价格,月销量,经度,纬度
千岛湖,5A,浙江省杭州市淳安县梦姑路,亲近大自然，放飞心情,0.78,30,992,119.0236211920245,29.6048978069085
银子岩,4A,广西壮族自治区桂林市荔浦县马岭镇小青山银子岩景区,桂林旅游圈新出现的一颗璀璨明珠,0.78,40,984,110.44995617861645,24.641980418678227
敦煌莫高窟,,甘肃省酒泉市敦煌市东南25公里,世界文化遗产，人类艺术的殿堂,0.9,6,974,94.3826181439453,40.38877149934441
金茂大厦88层观光厅,4A,上海市浦东新区浦东世纪大道88号观光厅,上海就在脚下,0.76,87.01,970,121.5117732122501,31.240453270891944
上海迪士尼《狮子王》音乐剧,,上海市浦东新区川沙新镇上海迪士尼度假区,从震撼人心的开场到沸腾热血的大结局，音乐剧《狮子王》全场精彩非凡。凭借华丽的服装和造型，演员变身成为草原上的动物角色，而,0.0,35,968,121.69920088312556,31.188112047267627
普达措国家公园,5A,云南省迪庆藏族自治州香格里拉县建塘镇双桥,张杰谢娜婚礼之地，原始森林中的伊甸园,0.8800000000000001,40,962,99.71181179932064,27.823170749437303
贵安欢乐世界,,福建省福州市连江县贵安温泉旅游度假区贵安新天地,生活中的童话，拥抱触手可及的快乐,0.0,164.1,946,119.40885242491575,26.250890855823794
东部华侨城,4A,广东省深圳市盐田区艺海东路东部华侨城,深圳唯美、动感的生态主题乐园,0.76,179.1,942,114.30689975122804,22.623797528874434
石林,5A,云南省昆明市石林彝族自治县境内,怪石林立，突兀峥嵘，姿态各异,0.78,3.5,938,103.4273356325576,24.754309493363852
桂林两江四湖景区,5A,广西壮族自治区桂林市秀峰区滨江路12号,重现唐宋时尚的环游桂林线路，轻悠旅程时光,0.7,45,936,110.30512552985137,25.278992074400104
淹城春秋乐园,5A,江苏省常州市武进区武宜南路197号,五大功能区带您畅游春秋文化主题梦幻乐园,0.0,95,932,119.9420242845192,31.672819111932498
岭南印象园,4A,广东省广州市番禺区外环西路,岭南景致，千种印象,0.74,52.4,922,113.39458822136208,23.074915446949955
临沂动植物园旅游区,,山东省临沂市兰山区经济技术开发区老327国道与厦门路交汇处东500米（沐河西岸陈家村）,自然、幽静、野趣、戏水、粗犷,0.72,40,920,118.21452211666282,35.17482551356547
周庄,5A,江苏省苏州市昆山周庄全福路,古香古色，品美食寻才子觅佳人,0.9,88,920,120.85392998389673,31.122582538733514
哈尔滨极地馆,4A,黑龙江省哈尔滨市松北区太阳大道3号,世界首座极地演艺游乐园,0.8,133.5,920,126.59361952340895,45.79141433189697
张氏帅府,4A,辽宁省沈阳市沈河区朝阳街少帅府巷46号,张学良的官邸和私宅,0.8,2.5,914,123.46410998388824,41.79972774571718
法门寺,5A,陕西省宝鸡市扶风县城北10公里法门镇,释迦牟尼佛指舍利供奉圣地,1.0,4,910,107.89463640318448,34.446574173339044
宋城丽江千古情景区,,云南省丽江市玉龙县玉兴西路88号,丽江大地上的千古文化演艺,0.0,240,910,100.22558782069683,26.83512426684121
庐山旅游观光车,,江西省九江市庐山区庐山风景区,景点载人运输工具，一览庐山美景,0.0,279.8,908,116.00083690051305,29.583965185024194
鼋头渚,5A,江苏省无锡市滨湖区鼋头渚1号,太湖佳绝处，毕竟在鼋头,0.9400000000000001,98.2,894,120.22617963080543,31.533590026803875
天津欢乐谷,4A,天津市东丽区东丽湖旅游度假区东丽之光大道,这刺激！带你过瘾带你high,0.0,166.5,888,117.52285029010952,39.18411841378168
可可托海,5A,新疆维吾尔自治区阿勒泰地区富蕴县可可托海镇以东5公里处,西北边陲上人少景美新去处,0.72,85,884,89.86273064249396,47.227368328207426
三峡人家,5A,湖北省宜昌市夷陵区西陵峡内,三峡风光，巴风楚韵,0.78,173,882,111.31098109196083,30.73275781802591
正定隆兴寺（大佛寺）,4A,河北省石家庄市正定县中山东路109号,全国重点文物保护单位,1.0,45,876,114.58882600019226,38.14775405553098
重庆欢乐海底世界,,重庆市核心区渝中区化龙桥企业天地2号楼LG层,开启绚丽浪漫的海洋之旅,0.0,29.9,874,106.5229472986916,29.556246177189557
大慈恩寺（大雁塔）,5A,陕西省西安市雁塔区大雁塔南广场北侧,唐僧（玄奘）藏经处，古都西安的象征,0.72,49,874,108.97054385548836,34.222223746607085
明十三陵,5A,北京市昌平区十三陵特区,气势磅礴的陵寝建筑群,0.72,53.8,866,116.23018686464023,40.30152702852488
发现王国,,辽宁省大连市金州区金石路36号金石滩国家旅游度假区,发现快乐，发现王国,0.0,40,862,122.00648206514302,39.08660070663162
景洪曼听公园,4A,云南省西双版纳傣族自治州景洪市曼听路35号,古老的傣王御花园,0.86,43,856,100.81437871033778,22.000340947055978
天山天池,5A,新疆维吾尔自治区昌吉回族自治州阜康市,湖畔森林茂密，绿草如茵,1.0,215,840,88.30594927128107,44.4241036935117
西递村,5A,安徽省黄山市黟县西递镇西递村,徽派建筑，乡间水墨画,0.7,52,832,117.99893905032465,29.90807991339602
衡山,5A,湖南省衡阳市南岳区,华山如立，嵩山如卧，惟有南岳衡山独如飞,1.0,115,826,112.70876706188415,27.259358565855813
合肥万达水乐园,,安徽省合肥市滨湖新区庐州大道778号万达茂内（万年埠路合肥万达诺富特酒店对面路口入内，合肥万达主题乐园对面）,四季恒温无限亲水体验,0.0,29,824,,
芦笛岩,4A,广西壮族自治区桂林市秀峰区芦笛路1号,大自然艺术之宫，接待300位国宾的溶洞,0.76,55,824,110.30382467657499,25.30137864294652
黄龙洞,4A,湖南省张家界市武陵源区索溪峪镇河口村,石柱、石幔、石花、石瀑，无奇不有异彩纷呈,0.8400000000000001,95,816,110.6204741375327,29.367694541601438
青秀山旅游区,5A,广西壮族自治区南宁市青秀区青山路19号,被誉为“南宁市的巨肺”,0.82,17.2,814,108.37649841709074,22.798836388758374
青岛森林野生动物世界,4A,山东省青岛市黄岛区小珠山风景区,大型动物表演、竞技、运动会，其乐无穷,0.7,65,810,120.0671847657113,35.98801961034616
恐龙传奇,,辽宁省大连市沙河口区连星海广场西500米,前所未见的、亦真亦幻的史前世界扑面而来,0.0,110,810,121.59015273862391,38.888177814218665
槟榔谷黎苗文化区,5A,海南省三亚市保亭黎苗族自治县甘什岭自然保护区,一个逃逸世俗的心灵驿站,0.72,45,808,109.66944268118112,18.405719431813925
碧螺塔海上酒吧公园,4A,河北省秦皇岛市北戴河区东海滩路中段(近鸽子窝公园),一个具有百老汇风情的中国式酒吧公园,0.7,15.5,804,119.53316435781957,39.84270510925727
宁乡炭河古城,,湖南省长沙市宁乡县沩山脚下黄材镇,第6批全国重点文物保护单位,0.7,220,800,112.48141081751027,28.314711681926422
杭州飞来峰,,浙江省杭州市西湖区灵隐路法云弄1号,江南少见的古代石窟艺术瑰宝,0.72,45,800,120.10747772037806,30.247419035959727
青鱼湾水上乐园,,云南省昆明市海口镇小海口收费站右转2公里处,感受云南大型水上乐园的乐趣,0.0,38,800,102.54548007008432,24.85133427950515
蝴蝶泉,3A,云南省大理白族自治州苍山云弄峰下,蝴蝶泉“三绝”：泉、蝶、树,0.8,44.5,798,100.22367478928341,25.59689963942069
两江国际影视城（民国街）,,重庆市渝北区民生路,以“民国历史”、“巴蜀特色”为主题的街区,0.0,19,798,106.82951312399798,29.689538256562386
大报恩寺遗址公园,,江苏省南京市秦淮区雨花路正学路1号,长干里是江南佛教圣地素有“佛陀里”之美,0.0,39.9,796,118.78923128161203,32.01298637457044
《文成公主》,,西藏拉萨市城关区慈觉林（原次角林）中国西藏文化旅游创意园,藏文化的“活字典”，汉藏民族融合的史诗,0.0,237,792,91.16872999081491,29.666400338844777
开封府,4A,河南省开封市包公东湖北岸,开封有个包青天，铁面无私辨忠奸,0.96,57.6,788,114.3534390548685,34.796073938005485
八达岭野生动物园,3A,北京市延庆县八达岭中心停车场对面,身临“野性天地”，感受“适者生存”,0.7,78.1,786,115.9835086682088,40.3678374466532
黄腾峡漂流,4A,广东省清远市清城区东城街石板村黄腾峡,到“小九寨”体验“漂流之王”,0.74,30.01,786,113.07866068093232,23.745057908466077
西塘古镇,5A,浙江省嘉兴市嘉善县西塘镇,水墨西塘让你感受古镇千年的诗情画意,0.8400000000000001,79,780,120.89788603439919,30.944459544613423
苍山国家地质公园,4A,云南省大理白族自治州大理市漾濞彝族自治县,绝色美景，不去就真的遗憾,0.8800000000000001,70,778,100.08015700952919,25.520968779036284
苏州古运河,,江苏省苏州市沧浪区新市桥古运河观光码头,荡舟于此，感受江南的繁华与奢靡,0.72,43,770,120.6202105370403,31.2968750734618
玉龙雪山,5A,云南省丽江市玉龙纳西族自治县,壮美大雪山，十三座雪峰连绵不绝,0.96,48,760,99.95163393672385,27.104463367195347
平遥古城,5A,山西省晋中市平遥县,游览原汁原味古城，感受浓郁的晋商文化气息,1.0,3,760,112.26549326017494,37.14808977846167
稻梦空间,,辽宁省沈阳市沈北新区兴隆台锡伯族镇兴光村,以稻米为主题的创意农业产业园,0.0,44.4,758,123.32635378920381,42.07698799069408
丽江古城,5A,云南省丽江市玉龙纳西族自治县东大街1号,一座没有城墙的古城，依山傍水，风景秀丽,1.0,48,754,100.24009635298368,26.878090668036737
剑门关,5A,四川省广元市剑阁县河东街64号,自然风光雄、奇、幽、秀,1.0,95,752,105.47749744578326,32.04435678529149
南浔古镇,5A,浙江省湖州市南浔区南浔镇人瑞路51号,水乡古镇九十九，不如南浔走一走,0.0,66,750,120.4378885005139,30.874672037351925
常州淹城野生动物园,5A,江苏省常州市武进区武宣中路588号,可以自驾游览的野生动物园,0.0,162.8,748,119.94343167667479,31.672903473648443
青海湖二郎剑,5A,青海省海南州青海湖东南岸,青海湖旅游区一颗耀眼的明珠,1.0,95,746,100.6240660940972,36.284363803805
大明宫国家遗址公园,4A,陕西省西安市新城区自强东路585号大明宫国家遗址公园丹凤门,唐代长安城禁苑,0.72,81.1,734,108.96485075538664,34.28675059065183
青海湖,5A,青海省海南藏族自治州共和县,内陆湖泊和咸水湖,0.0,95,734,100.06487566684491,36.53834236481261
狮子林,4A,江苏省苏州市平江区园林路23号,苏州园林中代表元朝艺术风格的私家园林,0.9,2.7,732,120.63583281455406,31.326831783996866
国色天乡·水上乐园,,四川省成都市温江区万春镇天香路88号国色天乡乐园,带你领略地中海异国风情的浪漫与激情,0.0,10,730,103.8371918964552,30.729968007254367
龙庆峡,4A,北京市延庆县古城村,古城九曲，带给你柳暗花明又一村的美景,0.7,3.8,728,116.0298191918258,40.54840852659989
库木塔格沙漠公园,,新疆吐鲁番市鄯善县库木塔格景区,诠释古楼兰王国消失的一片圣地,0.0,27,724,89.88134386732453,42.752178581536604
乌镇西栅,,浙江省嘉兴市桐乡市乌镇西大街,水乡风貌原汁原味，文化底蕴千年积淀,0.0,165,724,120.49419322269236,30.748936470742294
武汉东湖风景区,,湖北省武汉市武昌区,港汊交错，碧波万顷,0.0,35,724,114.35362228468497,30.56486029278519
天目湖南山竹海景区,5A,江苏省常州溧阳市横涧镇李家园下场园10号,万亩竹海让你返璞归真,0.8800000000000001,79.5,722,119.54000699073666,31.182288244325736
上海科技馆,5A,上海市浦东新区世纪大道2000号(近二号线上海科技馆站),技术改变生活，只有想不到没有做不到,0.74,60,720,121.54798274405168,31.224550782471162
广东科学中心,4A,广东省广州市番禺区大学城西六路168号,感受科技，聆听科技时尚的声音,0.0,47,718,113.36882365334388,23.04247587749507
东部华侨城茶溪谷,,广东省深圳市盐田区大梅沙东部华侨城,茶、禅、花、竹，绿的世界，花的世界,0.0,259.01,716,114.30689975122804,22.623797528874434
厦门方特梦幻王国,4A,福建省厦门市同安区石浔南路1111号,科幻和互动体验，充满幻想和创意的神奇天地,0.0,220,716,118.18758647000331,24.688241226782733
伏尔加庄园,4A,黑龙江省哈尔滨市香坊区哈成路16公里处,感受俄式建筑独特风情,0.0,84,716,126.78914756630654,45.716808886581845
求仙入海处,4A,河北省秦皇岛市海港区南山街56号,珍禽徜徉于林木间，给人回归大自然的享受,0.72,25,716,119.62979912569932,39.92153702000536
“最忆是杭州”- G20峰会特别版《印象西湖》,,浙江省杭州市西湖区北山路22号岳庙对面,城市内涵和山水浓缩成高水准的艺术盛宴,0.0,220,710,120.15991342994538,30.265792180303794
武当山,5A,湖北省十堰市丹江口市武当山景区,天下第一仙山，武当拳的发源地,1.0,9.8,708,111.01850103201758,32.405698518417154
上海中心大厦,,上海市浦东新区陆家嘴环路479号（近东泰路）,中国第一高楼及世界第三高楼,0.0,150,706,121.51271813981604,31.238484734981984
金沙遗址,4A,四川省成都市金沙遗址路2号,看沉睡千年的太阳神鸟，了解神秘古蜀文化,0.7,68,704,104.01824526958443,30.68525396376359
沈阳鸟岛公园,3A,辽宁省沈阳市东陵区东高公路,自然生态的鸟类观赏中心，感受生命的魅力,0.0,27,700,123.63281445357862,41.842453473970316
灵山小镇拈花湾,,江苏省无锡市滨湖区马山环山西路,东方禅意度假胜地，世界佛教论坛永久会址,0.0,399,700,120.07420344315237,31.40003389632786
象山影视城（三生三世拍摄地）,4A,浙江省宁波市象山县新桥镇大塘港生态旅游区,芈月伴你游 （琅琊榜拍摄地）,0.7,70,698,121.82083779274842,29.288066863525668
姑苏水上游,,江苏省苏州市金阊区石路名人街25号万人码头,朱楼映绿水，画舫泛碧波,0.0,43,698,120.6114723384632,31.319267199408422
毕棚沟,4A,四川省阿坝州理县朴头乡朴头村88号,知名的红叶观赏圣地，成都西北伊甸园,0.7,89,696,103.09551815382564,31.39472214344433
武夷山印象大红袍,,福建省南平武夷山市大王峰路中华武夷茶博园印象大红袍剧场,唯美画面演绎武夷山茶文化,0.0,188,696,117.98399727786675,27.64454913850329
大角湾,5A,广东省阳江市江城区迎宾路闸坡镇海滨路38号,阳光灿烂，沙质均匀松软，海水清澈纯净,0.9,14,696,111.84808369149674,21.57475243922354
苍山感通索道,,云南省大理市苍山景区感通索道,"仰望苍山雪峰,俯瞰百里洱海",0.72,90,696,100.17122416786194,25.649826155673217
石家庄动物园,,河北省鹿泉市获鹿镇杜家庄村西北侧,观赏动物与游览风景结合，别具特色,0.7,48,694,114.32867695536717,38.09388623529066
芜湖方特欢乐世界（一期）,5A,安徽省芜湖市鸠江区银湖北路80号,找刺激，不去玩就赔大了,1.0,98.5,692,118.38024651801034,31.38412354182922
